%time,field.t,field.cs1.x,field.cs1.y,field.cs1.theta,field.cs1.speed,field.cs1.acceleration,field.cs1.id,field.cs2.x,field.cs2.y,field.cs2.theta,field.cs2.speed,field.cs2.acceleration,field.cs2.id
1523727923537682056,9.00055289268,3.30127739906,47.743221283,1.6507576704,13.8888893127,7.0,1,-3.17861151695,-49.1307601929,4.79306268692,13.8888893127,7.0,2
1523727923638447999,9.10036492348,3.19032692909,49.1278114319,1.48882889748,13.8888893127,7.0,1,-3.06667470932,-50.5152702332,4.6311340332,13.8888893127,7.0,2
1523727923737950086,9.20037508011,3.30402708054,50.5118408203,1.65071833134,13.8888893127,7.0,1,-3.1793885231,-51.8993835449,4.79302358627,13.8888893127,7.0,2
1523727923837874889,9.30036091805,3.19318914413,51.8957138062,1.48887395859,13.8888893127,7.0,1,-3.06756448746,-53.2831764221,4.63117933273,13.8888893127,7.0,2
1523727923938586950,9.40031886101,3.30697035789,53.2814979553,1.6509680748,13.8888893127,7.0,1,-3.18035817146,-54.6690406799,4.79327344894,13.8888893127,7.0,2
1523727924037971019,9.50043106079,3.19571781158,54.6662025452,1.48902344704,13.8888893127,7.0,1,-3.06811881065,-56.0536651611,4.63132858276,13.8888893127,7.0,2
1523727924138669013,9.60045099258,3.30912280083,56.0499382019,1.65087580681,13.8888893127,7.0,1,-3.18053770065,-57.4374809265,4.79318094254,13.8888893127,7.0,2
1523727924239367961,9.70041394234,3.19798231125,57.4348449707,1.48890841007,13.8888893127,7.0,1,-3.06841039658,-58.8223075867,4.63121366501,13.8888893127,7.0,2
1523727924339227914,9.80044794083,3.3117454052,58.8209915161,1.65104413033,13.8888893127,7.0,1,-3.18118572235,-60.2085342407,4.79334926605,13.8888893127,7.0,2
1523727924437522888,9.90058588982,3.20072793961,60.2014503479,1.48959469795,13.8888893127,7.0,1,-3.06918478012,-61.5889167786,4.63189983368,13.8888893127,7.0,2
1523727924538506984,10.0002999306,3.31345057487,61.5865821838,1.65160274506,13.8888893127,7.0,1,-3.18092012405,-62.9741249084,4.79341840744,13.8888893127,7.0,2
1523727924638159036,10.100358963,3.20131015778,62.9713249207,1.48964488506,13.8888893127,7.0,1,-3.06847119331,-64.3588409424,4.63146018982,13.8888893127,7.0,2
1523727924738838911,10.200387001,3.31395411491,64.3563461304,1.65163969994,13.8888893127,7.0,1,-3.18080663681,-65.7438964844,4.7934551239,13.8888893127,7.0,2
